Type of hardware,Model,Submodel,cluster_id
Monitor,asu,ac9_OLED,2060
Monitor-08a,ASSUS ROG Swift,OLED,2060
Monitor-yz2,ASUS ROG Swift-024,yc6_OLED,2060
Monitor-4bb,asus rog sWIFT,oled,2060
Moniwor,AbUS ROG Swift,OLED,2060
ax0_Monitor,as,OLED,2060
mo,asus rog sWIFT,OLED,2060
oonitor ASUS ROG Swift,,OLED,2060
Monitor,ASUS ROG ywift,OLED,2060
Monitor,1a2_ASUS ROG Swift,OLED,2060
,asus rog sWIFT,OLED,2060
OLED,ASUS ROG Swift,Monitor,2060
mONITOR,ASUUS ROG Swift,OLED,2060
bbz_Monitor,ASUSROGSwift,OLEED,2060
ASUS ROG Swift-5y1,OLEDD,Monikor,2060
Monitor,ASUS ROG Swift-884,OLED-427,2060
mONITOR,ASUSROGSwift,OLED,2060
mONITOR,asus rog sWIFT,OLED,2060
mONITOR,asus rog sWIFT,oled,2060
mONITOR,bx7_ASUS ROG Swift,OLEDD,2060
Monitor,33x_ASUS ROG Swift,OLED,2060
Monitor,ASUSROGSwift,OLED,2060
OLED,ASUS ROG Swift,Monitoor,2060
Monitor,ASUS RROG Swift,OLE9,2060
mONITOR,ASUSdROG Swift,OLEDD,2060
Monator,ASUS ROG Swift,oled,2060
,asus rog sWIFT,oled Monnitor,2060
5x2_Monitor,ASUS ROG Swift,oled,2060
Monitor,asu,OLED,2060
09x_Monitor,ASUS ROG Swiftt,oled,2060
Monitor,ASUS RO% Swift,6ab_OLED,2060
Moniitor,ASUS ROG Swift-4y0,oled,2060
OLED,lonitor ASUS6ROG Swift,,2060
Monitos,ASUS ROG Swift-b3c,oled,2060
Monitor,,asu OLED,2060
Monit6r,ASUS ROG Swift-a2c,oled,2060
mONITOR,asus rog sWIFT,ole,2060
24c_Monitor,OLED,ASUS ROG Swift,2060
Monitor,ASUS ROG Swift,61a_OLED,2060
,ASUS ROOG Swift,oled,2060
Monittor,oled,ASUS ROG Swift,2060
Monitor-360,asus,oled,2060
OLED,ASUS ROG #wift,Monitor-141,2060
mONITOR,,OLED asu,2060
ASUSROGSwift,Monitor,OLED-76y,2060
Monitor,ASbS ROG Swift,OLED,2060
Monitor-x01,asu,OLED,2060
mONITOR,asus rog sWIFT,OLED,2060
ASUSROGSwift,oled,Monitor-0cb,2060
Monitkr,ASUS ROG Swift-520,OLED,2060
Monitor-cac,asus,oled,2060
xz8_OLED,011_ASUS ROG Swift,Moni@or,2060
Moniitor,ASUS ROG Swift,oled,2060
Monitor,ASUS ROG Swift,oled,2060
Monitor,ASUS ROG Swift-b3a,OLED,2060
Monitor,ASUS R1G Swift,oled,2060
Monitor,ASUS ROG Swift,OLED,2060
mONITOR,asus ,OLED-210,2060
Monitoo,ASUS ROG Swift,oled,2060
Monitor,asus rog sWIFT,oled,2060
OLED,Monitor-3zz,asus rog sWIFT,2060
Monitor,oled,ASUS RmG Swift,2060
,ASUS ROG Swift-a24,OLED,2060
OLED,ASUSROGSwift,mONITOR,2060
mONITOR,asus ,oled,2060
2ac_Monitor ASUSROGSwift,,OLED,2060
Moonitor,ASUS ROG Swift,OLED,2060
,ASUS ROG Swift-baa,oled Monitor,2060
Monitor,asus,z87_OLED,2060
Monieor,ASUUS ROG Swift,OLED-aay,2060
OLED-bac,ASUSROGSwift,46b_Monitor,2060
38b_Monitor,ASUS ROG Swift,OLED,2060
,ASUS ROG Swift-xyy,Monitor OLED,2060
Monitor,ASUSpROG Swift,OLED,2060
mONITOR,ASUS ROG Swift-x06,OLED,2060
,ASUS pOG Swift,OLED,2060
Monitor,asus rog sWIFT,5xz_OLED,2060
monit,ASUS ROG%Swift,OLED-135,2060
97x_Monitor,ASUS ^OG Swift,OLED,2060
yzy_ASUS ROG Swift,a46_OLED,Monitor,2060
???,asus rog sWIFT,OLED,2060
Monitor-41z,OLED,asus rog sWIFT,2060
mONITOR,ASUS ROG Swift,OLEs,2060
Monitor,ASUSROGSwift,OLED,2060
mONITOR,oled ASSUS ROG Swift,,2060
Monitor,asus ,OLED,2060
Monito&,ASUS ROG Swift,230_OLED,2060
ASUSROGSwift,Monitor,OLED,2060
Monito3,asus rog sWIFT,OLED,2060
Monitor,ASUS ROG Swift,oled,2060
Moni6or,asus rog sWIFT,OLED,2060
Monitor,ASUSROGSwift,oled,2060
Monitor,ASUS ROG Swift,OLED,2060
mONITOR,ASUS ROG Swift,4xa_OLED,2060
Monitor,asu,OLED-y8x,2060
Monitor asus ,,OLED-5z9,2060
oled,mo,ASUSzROG Swift,2060
Monitor,oled,A@US ROG Swift,2060
Monitor,asus rog sWIFT,OLED,2060
854_Monitor,ASUS ROG Swift-y2b,OLEED,2060
mONITOR,asus rog sWIFT,oled,2060
ASUS ROG Swift,Monitor,OLED,2060
Monitor,ASUShROG Swift,z12_OLED,2060
Monitor-b6z,ASUS ROG  Swift,OLED,2060
,asus rog sWIFT,OLED Monitor,2060
mONITOR,ASUS ROG Swift-70x,OLED-5ab,2060
Monitor,ASUSROGSwift,OLED,2060
,ASUS ROG Swift,oled,2060
Monitor,ASUS ROG Swift,oled,2060
Monitor-b74,ASUS ROG Swift,x0b_OLED,2060
ASUS RROG Swift,oled,mONITOR,2060
mONITOR,ASUS ROG Swift-592,OLED,2060
mONITOR,asus ,oled,2060
Monwtor,ASUS ROG Swift-a58,oled,2060
Monitorr,ASUS #OG Swift,cy3_OLED,2060
moni,ASUS ROG Swift-275,OLED,2060
,ASUS ROG@Swift,OLED Monitor,2060
mONITOR,y84_ASUS ROG Swift,OLED-5ab,2060
6zz_Monitor,074_ASUS ROG Swift,oled,2060
asus rog sWIFT,OLEDD,mONITOR,2060
ole,ASUS ROG Swift,82y_Monitor,2060
Monitor,ASUS ROG Swift,OLED,2060
mONITOR,ASUS ROG Swift-3y5,OLEb,2060
Monitor asus,,oled,2060
Monitor-b3z,90y_OLED,ASUS ROG Swiftt,2060
Monitor,asus ,oled,2060
Monitor-a29,ASUS ROG Swif*,OLED-zay,2060
Monitor oled,asus rog sWIFT,,2060
Monitor,ASUS ROG Swift,OLE^,2060
Monitor,ASUS ROG Swift,OLED-853,2060
,ASUS ROG Swift,OLED,2060
Monitor,ASUSROGSwift,OLED,2060
Monijor,asus rog sWIFT,OLED,2060
,ASUS ROG Swift Monitor,762_OLED,2060
Monitor,ASUS ROG Swi8t OLED-630,,2060
Monitor-68x,asus rog sWIFT,oled,2060
Monitor,asus rog sWIFT,oled,2060
6a1_OLED,ASUSqROG Swift,mONITOR,2060
AbUS ROG Swift,Monitor-bay,oled,2060
Monitor,ASUSROGSwift,OLE5,2060
Monitor,asus rog sWIFT,OLED,2060
,asus rog sWIFT,oled,2060
Monitor-3b6,asus rog sWIFT,OLED,2060
,ASUS ROG Swift-658 x64_OLED,,2060
Monitor,ASUSROGSwift,oled,2060
mONITOR,asus,oled,2060
,asu Monitor,OLED,2060
mon,ASUS ROG Swift,571_OLED,2060
Monitor-2c0,ASUS ROG Swiat,oled,2060
ole,asus rog sWIFT,moni,2060
mONITOR,asus rog sWIFT,oled,2060
Mo&itor,0a6_ASUS ROG Swift,OLED,2060
Monitor,ASUSROGSwift,oled,2060
,asus 76a_Monitor,oled,2060
c82_Monitor,asus ,OLED,2060
2zb_Monitor,asus rog sWIFT,OLED,2060
199_Monitor,ASUSROGSwift,722_OLED,2060
Monitor-279,ASUS  ROG Swift,oled,2060
,ASUS RaG Swift,OLED,2060
mONITOR oled,ASU9 ROG Swift,,2060
mon,nSUS ROG Swift,OLED,2060
Monitor,379_ASUS ROG Swift,oled,2060
Monitor,ASUS ROG Swift-zax,ole,2060
OLED,ASUS ROG Swift,Monitor,2060
mONITOR,asus rog sWIFT,oled,2060
ASUS ROG Swift,Monitoor,OLED,2060
Monitor,ASUS ROG Swift-491,OLED,2060
696_Monitor,ASUS uOG Swift,OLED,2060
OLED,asus rog sWIFT,Monittor,2060
mONITOR,b39_ASUS ROG Swift,OLED-y58,2060
Monitor,ASUS ROG Swift,OLED,2060
,asus rog sWIFT,OLED,2060
Monitor,asus rog sWIFT,oled,2060
Monitor-0xy,oled,ASUS ROG Swift-5x8,2060
Monito!,4a1_OLED,07x_ASUS ROG Swift,2060
4z9_Monitor,ASUS ROG2Swift oled,0,2060
Monitoor,ASUSS ROG Swift,OLED,2060
Monitor,asu,oled,2060
Monit3r,ASUS ROG Swift,oled,2060
moni,asus rog sWIFT,OLED,2060
asus rog sWIFT,OLED,Monitor,2060
Monitor,asu,OLED-1a6,2060
Monitor,ASUS mOG Swift,OLED,2060
moni,ASUS $OG Swift,OLEDD,2060
mon,ASUS ROG Swift,oled,2060
Monitor,asus ,b60_OLED,2060
Monitor,asus rog sWIFT,OLED,2060
Monitor-459,zzy_ASUS ROG Swift,OLED-647,2060
Monitor,ASUS ROG Swift-4c4,OLED,2060
ole,mon,ASUS7ROG Swift,2060
Monitzr,ASUS ROG Swift,OLED,2060
monit,AS7S ROG Swift,OLED,2060
Mon2tor,ASUS R%G Swift,OLED,2060
Monitor ASUSmROG Swift,,oled,2060
Monitor,,OLED asus rog sWIFT,2060
mONITOR,ASUS ROG Swift,oled,2060
mon,ASUS ROG Swift,oled,2060
mONITOR,ASUS ROG Swiot,5cb_OLED,2060
Monitor-2c9,9y7_ASUS ROG Swift,OLED,2060
Mon4tor,ASUSS ROG Swift,OLED-x31,2060
84b_OLED,1b2_ASUS ROG Swift,7zy_Monitor,2060
Monitor,ASUS ROG nwift,OLED,2060
ionitor,asus rog sWIFT,OLED,2060
Monitor-3a8,asus rog sWIFT,OLED,2060
mONITOR,zx8_ASUS ROG Swift,oled,2060
Monitor,ASUSROGSwift,OLEz,2060
,ASUS ROG Swift Monitor,oled,2060
,mONITOR oled,ASUS RO# Swift,2060
0by_Monitor,ASUS ROGoSwift,Ultrawide,2061
Ultrawide-yz1,ASUS ROp Swift,Monitor,2061
Monitor,asus ,Ultrawide,2061
mONITOR,ASUS RnG Swift 412_Ultrawide,,2061
unknown,ASUS ROG Swift,uLTRAWIDE,2061
2zc_Monitor,asus rog sWIFT,Ultrawide,2061
Monitor,asus,Ultrawide,2061
mon,ASUS ROG Swift,uLTRAWIDE,2061
mon,asus rog sWIFT,uLTRAWIDE,2061
Monitor,ASUSROGSwift,Ulttrawide,2061
Monitor,AStS ROG Swift,Ultrawide,2061
Monitor,ASUS ROG Swift,Ultrawide,2061
Ulteawide,Monitor,asus ,2061
,ASUS ROG Swift,uLTRAWIDE Monitor,2061
mONITOR,ASUS RaG Swift,uLTRAWIDE,2061
74y_Monitor,ASUS ROG Swwift,Ultrawide-c12,2061
mONITOR Ultrawidee,asus,,2061
Monitor,ASUS ROG Swift,uLTRAWIDE,2061
Monitor,ASnS ROG Swift,Ultrawide-3by,2061
---,ASUS ROG Swift,uLTRAWIDE,2061
monit,ASUS RO% Swift,Ultrawide,2061
Moni3or,ASUS RO7 Swift,Ultrawide,2061
Monitor,a48_ASUS ROG Swift,uLTRAWIDE,2061
monit,158_ASUS ROG Swift,Ultrawide,2061
Monitor,ASUS ROG Swift-c04,0b2_Ultrawide,2061
uLTRAWIDE,ASUS ROG Swift-418,mONITOR,2061
Monitor-z8c,ASUS ROG Swift,Ultrawide,2061
Monitor,asus rog sWIFT,Ultrawide,2061
b3a_Monitor,ASUS ROG Swiift,U9trawide,2061
mONITOR,asus rog sWIFT,uLTRAWIDE,2061
Monitor,asus rog sWIFT,3z4_Ultrawide,2061
,asus rog sWIFT,Ultrawide,2061
,Mongtor,51x_ASUS ROG Swift Ultrawide,2061
Monittor,,asus rog sWIFT uLTRAWIDE,2061
mONITOR,ASUS ROG Swift,uLTRAWIDE,2061
Monitor Ultrawide,ASUS$ROG Swift,,2061
Monitor,ASUSROGSwift,uLTRAWIDE,2061
monit,ASUS ROG Swift,Ultrawide,2061
Ultrrawide,15z_ASUS ROG Swift,mon,2061
Monitor,asus rog sWIFT,Ulkrawide,2061
Monitoor,ASUSS ROG Swift,Ultrawide,2061
Monitir,ASUS ROG Swift,UUltrawide,2061
Moniitor,053_ASUS ROG Swift,Ultrawide,2061
Monitor,ASUS ROG Swift,Ulltrawide,2061
Monitoor,asus rog sWIFT,Ultrawide-472,2061
Monitor,ASUS ROG Swift,Ultrawide,2061
Monitorr,asus rog sWIFT,Ultrawide-865,2061
monit,ASUS ROG  Swift,Ultrawide,2061
Monitor,ASUS ROG Swift-z28,Ulhrawide,2061
Monitor,ASUS ROG Swift,Ultrawide,2061
Monitor,asus,Ultrawide,2061
Monitor,ASUS zOG Swift,Ujtrawide,2061
asus rog sWIFT,^ltrawide,Monitor,2061
uLTRAWIDE,,ASUS ROG Swift-c0z,2061
Monitor,ASU9 ROG Swift,Ultrawide,2061
mONITOR,9a9_ASUS ROG Swift,Ultrawide,2061
,ASUS kOG Swift,uLTRAWIDE,2061
Monitor,ASUS ROGG Swift,Ultrawide,2061
Monitor,ASUS ROG Sw5ft,uLTRAWIDE,2061
Monitor,UUltrawide,asus rog sWIFT,2061
mONITOR,ASUS ROG Swiift,Ultrawwide,2061
,ASUS ROG Swift,Ultrawide mONITOR,2061
Monitor Ultrawide,asus rog sWIFT,,2061
mo,ASUS ROG Swift,Ultrawide,2061
Monitor,asu,Ultrawide,2061
Monitor,ASUS ROc Swift,Ultrawide,2061
,8x6_ASUS ROG Swift mONITOR,9ltrawide,2061
Monitor,,uLTRAWIDE ASUSROGSwift,2061
Monito9,uLTRAWIDE,y85_ASUS ROG Swift,2061
,ASUS ROG Swift,mon Ultrawide-x17,2061
mONITOR,asu,uLTRAWIDE,2061
mONITOR,99c_ASUS ROG Swift,Ultrawide-a44,2061
Monitor-byy,ASUS ROG Swift,Ultrawide,2061
,asus rog sWIFT,Ulltrawide,2061
Monitor-294,uLTRAWIDE ASUS ROG Swift-338,,2061
Monitor,A0US ROG Swift,199_Ultrawide,2061
ASUUS ROG Swift,97z_Monitor,Ultrawide-971,2061
mONITOR asus rog sWIFT,Ultrawide-xz7,,2061
asus rog sWIFT,Ultrawide,Monitor-803,2061
997_Monitor,ASUS ROG Swift,951_Ultrawide,2061
Monito^,ASUS ROG Swift,uLTRAWIDE,2061
Monit6r,cxb_ASUS ROG Swift,Ultrawide,2061
Monitor,ASUS ROG Swift,uLTRAWIDE,2061
mONITOR,asus rog sWIFT,uLTRAWIDE,2061
,asus rog sWIFT,Ultrawide-65a,2061
Monitor,ASUS ROG Swiift,Ultrawwide,2061
Monitor,asus rog sWIFT uLTRAWIDE,,2061
Monitor-4ya,ASUS aOG Swift,304_Ultrawide,2061
Monitor,ASUS ROG Swift-52y,Ultrawide,2061
,uLTRAWIDE,a61_ASUS ROG Swift,2061
moni,ASUS ROG Swift,Ultrawide,2061
Mondtor,ASUS ROG Swift,Ultrawide-3bb,2061
ASUS ROG Swift,Monitor-b54,Ul6rawide,2061
mONITOR,ASSUS ROG Swift UUltrawide,,2061
724_Monitor,ASUS  ROG Swift,Ultrawide,2061
Monitor,ASUSROGSwift,Uxtrawide,2061
mONITOR,ASUS ROG Swwift,Ultrawide-656,2061
Monitor,asus rog sWIFT,Ul0rawide,2061
,ASUS RO$ Swift Monitor,c08_Ultrawide,2061
mONITOR,asus rog sWIFT,Ultrawwide,2061
monit,ASUSxROG Swift,Ultrawide,2061
73y_Monitor,asus rog sWIFT,Ultrawide,2061
ASUSROGSwift,Ultrawidee,Monitor,2061
Monnitor,ASUS  ROG Swift,uLTRAWIDE,2061
Monitor,asu,Uttrawide,2061
Monitor,AuUS ROG Swift,Ultrawide-509,2061
Monitor,ASUS ROG Swift,uLTRAWIDE,2061
Monitorr,ASUS ROG Swiift,Ultrawide,2061
ASUS ROG Swift,23y_Ultrawide,mONITOR,2061
Monitor,ASUS ROG Swift,Ultrawide,2061
mon,0c0_Ultrawide,ASUS RO8 Swift,2061
Monitor-x82,asus rog sWIFT,uLTRAWIDE,2061
mONITOR,xb3_ASUS ROG Swift,uLTRAWIDE,2061
Monitoor,ASUS RzG Swift,Ultrawide,2061
Monitorr,ASUS ROG Swift,Ultrawide,2061
Ultrawide-4y5,Mondtor,ASUS ROG Swift-928,2061
Monitor,Ultrawide ASUS ROG Swif#,,2061
Monitor-6z8,ASUS ROG Swift,Ultrawide,2061
Mlnitor,asus rog sWIFT,uLTRAWIDE,2061
mo,asus rog sWIFT,Ultrawide,2061
Monitor,ASUb ROG Swift,Ultrawide-xz3,2061
moni,ASUS ROG Swift,uLTRAWIDE,2061
,ASUS ROG Swift,Monitor z1x_Ultrawide,2061
Monitor,ASUSROGSwift,Ultrawidee,2061
moni,ASUS ROG Swift,uLTRAWIDE,2061
ASUSROGSwift,Monitor,Ultrawide,2061
Ultrawide,ASUSROGSwift,mONITOR,2061
Monilor,ASUS ROG Swift-b7c,Ultrawide,2061
asus rog sWIFT,monit,Ultrawide,2061
Monetor,asus rog sWIFT,Ultrawide,2061
Mon3tor,asus rog sWIFT,Ultrrawide,2061
Monitor-yza,ASUS ROG Swift,Ultrawide,2061
mon,ASUS ROG Swift-97c,Ultrawide,2061
Monitor,ASUS ROG Swiftt,Ultjawide,2061
Monitor,ASUS ROG  Swift,iltrawide,2061
asus rog sWIFT,uLTRAWIDE,8c7_Monitor,2061
Monitor,ASUS ROG Swift-aac,uLTRAWIDE,2061
,asus rog sWIFT,uLTRAWIDE,2061
mONITOR,asus ,Uetrawide,2061
mONITOR,Ultrawide,ASU$ ROG Swift,2061
Monitor Ultrawide,,ASUS ROG Swift,2061
unknown,asus rog sWIFT,uLTRAWIDE,2061
mONITOR ASUSROGSwift,,Ultrmwide,2061
Monitor-316,44b_ASUS ROG Swift,uLTRAWIDE,2061
mONITOR,ASUS ROG  Swift,Ultrawide,2061
Monnitor,ASUS RO1 Swift,uLTRAWIDE,2061
,asus rog sWIFT 950_Ultrawide,,2061
Monitor,ASUS ROG Swift,Ultgawide,2061
Monitor,935_ASUS ROG Swift,Ultrawide-492,2061
Monitor,asus rog sWIFT,Ulltrawide,2061
mONITOR,ASUS R5G Swift,Ultrawide,2061
mONITOR,asu,Ultrawidee,2061
Monittor,ASUSS ROG Swift,uLTRAWIDE,2061
Monittor,ASUS ROOG Swift,Ultrawide,2061
Monitor,ASUS ROG Snift,b46_Ultrawide,2061
mONITOR,ASUS ROG Swift,uLTRAWIDE,2061
mONITOR,ASUSROGSwift,Ultrawide,2061
moni,asus rog sWIFT,Ultrawide,2061
mONITOR,asus rog sWIFT,Ultrawide,2061
Monitor-650,cxx_ASUS ROG Swift,Ultrawide,2061
Monitor,asus rog sWIFT,uLTRAWIDE,2061
Monitor,Ultrrawide,ASUS ROG SSwift,2061
mONITOR,Ultrawide,ASSUS ROG Swift,2061
mo,ASUS ROG  Swift,Ultrawide,2061
ASUS ROG Swift,uLTRAWIDE,mONITOR,2061
asus rog sWIFT,Monitor-5c1,485_Ultrawide,2061
Monittor,Ultrawide,AuUS ROG Swift,2061
,ASUS ROG Swift Monitor-xc9,Ultrawide,2061
mONITOR,ASUSROGSwift Ultrawidee,,2061
,asus rog sWIFT Ultrawide,Monitor,2061
Monitor,asus ,uLTRAWIDE,2061
mONITOR,ASUS ROG Swift,Ultrawide,2061
Monitor,ASUS ROG Swift,3ax_Ultrawide,2061
mo,ASUS ROG Swift-32z,Ulttrawide,2061
,asus rog sWIFT,Ultrawide-z7y,2061
mon,ASrS ROG Swift,Ultrawide,2061
cy4_Monitor,ASUS ROG Swift,Ultrawwide,2061
unknown,asus rog sWIFT,U8trawide,2061
Moniitor,aa6_ASUS ROG Swift,Ultrawide,2061
Monitorr,ASUS ROG Smift,uLTRAWIDE,2061
Monator,asus rog sWIFT,Ultrawide,2061
ASUSROGSwift,8yc_Monitor,Ultrkwide,2061
mONITOR,asus rog sWIFT,979_Ultrawide,2061
mONITOR,ASUS ROG 0wift,Ulltrawide,2061
mONITOR,ASUS ROG Swift,Ultrawide-18y,2061
  ,ASUS ROG Swift mONITOR,Ultrawide-1z9,2061
7c3_Monitor,ASUS ROG Swiift,Ultrawide,2061
Monitor,ASU* ROG Swift,uLTRAWIDE,2061
mONITOR,016_ASUS ROG Swift,Ulttrawide,2061
Monitor,ASUS RuG Swift,Ultrawide,2061
Monitor,ASUSROGSwift,Uetrawide,2061
Monitor,ASUS R8G Swift,Ultrawide,2061
ASUS ROG Swift,337_Ultrawide,Monitor,2061
Monitor,qSUS ROG Swift,Ultrawide,2061
Monitor,ASUS ROG Swift-6x4,Ultrawide,2061
Monitor,52a_ASUS ROG Swift,uLTRAWIDE,2061
0,ASUS ROG Swift,Ultrawide,2061
M3nitor,,Ultrawide 9xx_ASUS ROG Swift,2061
Monittor,asus rog sWIFT,Ultrawide,2061
asus rog sWIFT,Monittor,86a_Ultrawide,2061
Monitor,ASUSROGSwift,Ultjawide,2061
Monitor,ASUS ROG Swift,Ultrawide-8b8,2061
mONITOR,ASUS ROG Swiwt,uLTRAWIDE,2061
Monitor,ASUS ROG Swift,Ultrawide,2061
Monitor 28c_Ultrawide,ASUSROGSwift,,2061
Ultrawide,Monitor,492_ASUS ROG Swift,2061
,asus rog sWIFT,uLTRAWIDE Monitor,2061
221_Monitor,Ultrawide,ASUS ^OG Swift,2061
mONITOR,ASUS ROG Swift-508,Ultrawide,2061
3b1_ASUS ROG Swift,mONITOR,Ultrawide,2061
Monitor,ASUS ROG Swift,Ultrawide,2061
Ultrawide,mONITOR,ASUS ROG Swift,2061
Ultrawide,Monitor,ASUv ROG Swift,2061
mONITOR,ASUS ROG Swiift,Ultrawide,2061
mon,ASUS ROG Swift,uLTRAWIDE,2061
mONITOR uLTRAWIDE,ASUS ROG Swift,,2061
Monitor,ASUS ROG  Swift,832_Ultrawide,2061
  ,ASUSS ROG Swift 4K-213,,2062
,ASUk ROG Swift,oK,2062
,ASUSS ROG Swift,44K,2062
mon,ASUS ROG Swifft,Ultradide,2063
,ASUS ROG Swpft moni,ult,2063
  ,ASUS ROG Swipt,Ultrawiue,2063
mon,ASUS ROG cwift,,2064
OL6D,mon,ASUS ROGtSwift,2064
mon,ASUS ROGaSwift,OOLED,2064
Monitwr,144,ASUS ROG Sw^ft,2065
Monwtor,ASUS ROG SSwift,LD,2065
Monqtor,ASUS ROG iwift,---,2065
Monqtor,ASUS ROG S1ift,ltrwd,2065
Monitog,ASUS ROG SSwift,4^,2065
Monitnr,ASUS ROG SSwift,LD,2065
Moni%or,ASUS ROG Swwift,  ,2065
Monnitor,ASUS ROG ^wift,4a,2065
monit,ASUS ROG Swiift,14,2065
moni,ASUS ROG Skift,,2065
44K,ASUS ROG Swift,#onitor,2066
^onitor,ASUS ROG Swift,44K,2066
ronitor,ASUS ROG Swift,???,2066
Momitor,ASUS#ROG Swift,48,2066
$onitor asus rog sWIFT,,1a4Hz,2066
conitor,ASUS ROG Swift,,2066
&onitor,ASUS ROG Swift,  ,2066
#onitor,AS0S ROG Swift,ol,2066
9onitor,ASUS ROG Swift-3c7,44K,2067
6onitor,ASUS ROG Swift,144H3,2067
1onitor,ASUS ROG Swift,Ultrawive,2067
4onitor,asus rog sWIFT,1f4Hz,2067
4onitor,asus rog sWIFT,4b,2067
unknown,asus rog sWIFT,04b_4K,2068
unknown,xbc_ASUS ROG Swift,LD,2068
Munitor,ASUS R3G Swift,LD,2069
aLED,Munitor,ASUS hOG Swift,2069
Monitor-399,ASUS RROG Swift,iK,2070
mONITOR,ASUS RROG Swift,41,2070
Monitor ASUS eOG Swift,,5LED,2070
Monitor,ASUS RROG Swift,$K,2070
Monitor,ASUS RROG Swift,4k,2070
---,9x4_ASUS ROG Swift,,2071
mo,ASUS ROG Swift-779,  ,2071
,asus rog sWIFT,0,2071
---,ASUS ROG Swift-285,OLwD,2071
mon,ASUS ROG Swift,cK,2071
,mon ASUS ROG Swift,#K,2071
unknown,ASUS ROG Swiftt,OLLED,2071
mo,asus rog sWIFT,ol,2071
ASUS ROG Swift,???,,2071
,asus rog sWIFT,ultra,2071
asus rog sWIFT,???,Ultrawidf,2071
ASUS ROG Swift-9xc,oK,  ,2071
  ,6x3_ASUS ROG Swift,OLEED,2071
  ,ASUS ROG Swift,OLE!,2071
mon O4ED,ASUS ROG Swift,,2071
,ASUs ROG Swift,0,2071
,asus rog sWIFT,OLiD,2071
ASUS ROG Swift,ol,mon,2071
,asus rog sWIFT,ultra,2071
unknown,ASUS ROG Swift,ultra,2071
,ASUS ROG Swift-227,,2071
mo,ASUS ROG Swift,ol,2071
zLED,mo,asus rog sWIFT,2071
#REF!,ASUSS ROG Swift,144Hz,2072
#REF!,asus rog sWIFT,144Hz,2072
,ASUS ROG Swift-3c6 mon,144Hc,2072
#REF!,ASUS ROG Swift-4ba,144Hz-a8c,2072
,asus rog sWIFT,144H#,2072
  ,asus rog sWIFT,144,2072
#REF!,ASUS ROz Swift,144Hz,2072
Moniior asus rog sWIFT,,144,2072
mo,ASUS @OG Swift,OLEx,2073
Mo!itor,ASUS ROG Swift,ole,2073
wonitor,ASUS ROG Swift-azc,4K,2074
wonitor,ASUS ROG Swift,4KK,2074
#REF!,asus,Ultrawide,2075
Monitor,ASUS ROG Swwift,#REF!,2075
#REF!,asus rog sWIFT,44K,2075
mo,ASUS ROG Swift,#REF!,2075
#REF!,ASUS ROG Swift,ole,2075
Moniitor,ASUS ROG Swift-955,#REF!,2075
Monitor,ASUS ROG Swift,#REF!,2075
,asus rog sWIFT,#REF!,2075
Monitor,asus rog sWIFT,#REF!,2075
#REF!,ASUS ROG Swift,Ultrawide,2075
Monitor,ASUS lOG Swift,#REF!,2075
#REF!,ASUS ROG Swift,Ultrawide-c1x,2075
Monitor,ASUSROGSwift,#REF!,2075
#REF!,,Mcnitor ASUS ROG Swift,2075
847_Monitor,asus rog sWIFT,#REF!,2075
5bx_Monitor,ASUS ROGzSwift,#REF!,2075
#REF!,ASUS ROGG Swift,uLTRAWIDE,2075
8onitor,ASUS ROG Swift,#REF!,2075
,6xx_Monitor,OLLED asus ,2076
@K,asu,6zx_Monitor,2076
Moritor 144Hz,ASUSROGSwift,,2077
Mxnitor,ASUSROGSwift,4a5_144Hz,2077
Mbnitor,ASUSROGSwift,144Hz,2077
Monitbr,ASUS ROG1Swift,404_Ultrawide,2078
9onitor,ASUS ROG Swiftt,934_Ultrawide,2079
MMonitor,ASUS ROG Swift,Ultrawide,2079
8onitor,ASUS ROG Swift,Ultrawide,2079
MMonitor,ASUS ROG Swift,Ultrawide-cz2,2079
Moonitor,ASUS ROG Swift-9by,ul,2080
Moonitor,ASUS ROG Swift,Ultrawide,2080
Moonitor,ASUS ROG Swift,Ultrawide-x7y,2080
Moonitor,ASUS ROGG Swift,Ultrawide,2080
Moonitor,ASUS ROG Swift,4k,2080
Moonitor,ASUS ROG Swift-65a,,2080
Moonitor,ASUS ROG Swwift,Ultrawide,2080
asus rog sWIFT,,Moonitor,2080
,ASUS RwG Swift,Moonitor,2080
Moonitor,AASUS ROG Swift,4K,2080
Moonitor,484_ASUS ROG Swift,ultra,2080
Moonitor,ASUS ROG Swift,4k,2080
M^nitor,7SUS ROG Swift,y27_144Hz,2081
M3nitor,AyUS ROG Swift,144hz,2081
M6nitor,asus rog sWIFT,4K,2082
M7nitor,ASUS RdG Swift,4K,2082
ASUS RO6 Swift,M0nitor,4a,2082
ASUS ROG Swift-a6y,Mlnitor,5b0_4K,2082
M8nitor,ASUS ROG Swift,b44Hz,2082
ASUS ROG Swiift,qK,0,2083
,ASUS ROG2Swift,0,2083
OOLED,Samsung Odyssey Gn,Monityr,2084
Monitor,ASUS ROw Swift,hK,2085
Monitor,---,OLfD,2086
Monitor,as,OLtD,2086
,ASUSROGSwift,4K,2087
,ASUS ROG SSwift,4K,2087
4k,M0nitor,ASUSROGSwift,2087
0,ASUS ROG xwift,4K,2087
mo,asus,4k,2087
asus,mon,4k,2087
0,asus ,4K,2087
