Type of hardware,Model,Submodel
נייד,Lenovo Thi*kPad X1,Cyre i9
ראוטר,6z5_TP-Link Archer,4331/K9
,---,wire
bb1_אלחוטי,51y_Mouse,רייזר
לפטופפ,de,32GGB RAM
סלולרי4le Phone,OnePlus 12,1228GB
נייד,sennh,%tudio
ראוטרר,tp-,ca2_R7000
סימ,Naano SIM,AT&T
מחשב ניידד,az2_MacBook Pro 16,32GB RAM
כרטיס SIM,eSIM,unknown
עכבר,142_SteelSeries Rival 3,cx0_Wired
סמארטפון,Pxl 8,Unlocked
לפטופ,McBk Pr 16,Core i9-zxx
מחשב נייד,רייזר Bladx 15,Corre i9
he,סוני WH-1000XM5,OvernEar
Cbl,7z8_HDMI 2.1,Blu#
,---,433
ראוטרר,ci,r7000
ראוטר-xxz,tp-lINK aRCHER,V2
סים,NanoSIM,T&T
mo,סמסונג Od!ssey G9,
R7000,TTP-Link Archer,Rfuter
נייד,Rzr Bld 15,Mo Max
וובקאם,el,HD wro
ראוטרר-yc2,ne,cxc_v2
מסך גיימינג,OLED,Dyll UltraSharp
אוזניות,Snnhsr HD 600,Ntise Cancelling
aouse,,ptcl
מכלדת,cc4_Corsair K70,
מוניטור,144Hz,samsu
מסך גיימינג-z8x,,1LED
מצלמת רשת_Webcam,1azer Kiyo,---
כבל USB,thrnt Ct6,bra
אוזניות קשת4ones,AirPods Max,Wrlss
מאוס,אל ג'יtch MX Mstr 3,Wiwed
אוזניות,Over-Ear,AirPods4Max
מצלמת אינטרנט,לוג'יטק C$20,HD Pr
נתב21x_Router,tp-li,AX55
כרטיס סים,NanoSIM,Vjrizon
כבל USB,usb-c,2b
סימ,,5g MicroSIM
מקלדת אלחוטית239_Keyboard,לוג'יטק MX Keyys,line
כבל,USB-C to Lightning,
Cablx,USB-C to Ligstning,blue
,Ethernet Caat6,2M
,Miccro SIM SIM Ca#d,vERIZON
OLnD,דל  UltraSharp,---
rou,???,R7000
מחשב נייד,רייזר Blade 15,32gb 
סים-036,Nano SI^,Vrzn
סמארטפון,Pixed 8,nlckd
לפטופ,Lenoovo ThinkPad X1,OLED Touuch
וובקאם-aax,10800p60,Rרייזר Kiyo
AirPodsMax,nois,Headphones
סלולרי-27a,סמסונגGalaxyS24,128
ראוטר-346,cisc,R70000
עכבר,#REF!,wIRED
סים,SIM 7ard,Verizoe
סלולרי,OnePl!s 12,Ultra
Linear,Rvzer BlackWidow,Kybrd
K#yboard,Corsbir K70,Linear
כרטיס SIM,Esim,5g
Cabce,Ethernet Cat6,2m
כבל USB,2m,az8_USB-C to Lightning
עכבר,לוג'יטק MX Masteo 3,
ראוטר,Netgear NNighthawk,4z3_AX55
SteelSeriesRival3,Wirelless,mOUSE
USB-C to Lightning,cABLE,
נייד3ile Phone,c0a_Pixel 8,128gb
,#REF!,אל ג'י UltraGear ^44Hz
,R2uter 4331/KK9,Netgear mighthawk
מחשב,דל ,ole
כבלל,Et@ernet Cat6,2m
Rzr Bld 15,OLED Touch,lapt
אוזניות,aIRpODS mAX,  
bRAIDED,displ,Cabl8
לפטופפ,MacBook P8o 16,w3 Max
מוניטור14 Monitor,,דל UltrraSharp
כרטיס SIM,Nano SIM-715,55G
מקלדת,Corsanr K70,Tactile
Cbl,dISPLAYpORT 1.4,
מוניטור,אל ג'י U4traGear,147Hz
נתב,Netgear Nighthawk,Ac55
מחשב נייד,Lenovo ThifkPad X1,M3 Mx
לפטופפ,c68_רייייזר Blade 15,OLED Touch-c0y
Kybrd,raz,RGB
נייד,סמסונג gALAXY s24,Unloc#ed
עכבר,SteelSeries Rival 3-75y,O*tical
עכבר,לוג'ייתק MX 2aster 3,Wrd
סים51_SIM Card,eSIM-848,Ar&T
מקלדת גיימינג,,RGB
USSB-C to Lightning,cable,blu
מוניטור-z81,אל ג'י  UltraGear,4k
סמארטפון,Pixel 8,128GB-0a8
ke,רייזר BlackWidoe,אלחוטי
אוזניות,SennheiserHD600,nOISE cANCELLING
ראוטר,tp,
מחשב66a_Laptop,Lenovo ThinkPad X1-9ca,---
SIp Card,eSI%,Veerizon
נייד010_Laptop,Dll XPS 15,Core i9-z5a
מסך מחשב7tor,דל UltraSharp-xy6,4K-y49
Studio,aIRpODS mAX,hEADPHONES
מחשב נייד,דל XPS 15,32GB RvM
מקלדת,CorsairK70,Lineear
Cabye,bra,
אוזניות בלוטוס,Bs QtCmfrt 45,סינון רעשים
כבל,HDMII 2.1,Blue
נייד,MacBook Pmo 16,M3 Max
כבל USB,HDMI 2.1,2m
מאוס,sTEELsERIES rIVAL 3,Ergono9ic
מחשב נייד,רייזר,M3 Max
כבלים806_Cable,Blue,DsplyPrt 1.4
Kybrd,Logitecch MX Keys,lINEAR
,Netgear Nighthawk-68b,R7000
Lenovo ThinkPad X1 32GB RM,,Laptop
ראוטר,Csc SR,440_R7000
Prepaid,si,666_Micro SIM
כבלל,USB-C to Lightni7g Braided-272,
כבל USB8a1_Cable,DisplayPoort 1.4,blue
Mbl Phn,OnePlus 12-83z,b1y_Pro Max
טלפון נייד,Samqung Galaxy S24,uNLOCKED
סמארטפון,סמסונג Galaxy S24,Ultra
סימ,nANO sim,5g
SI5 Card,Micro SIM,Prepaid
,HDMI2.1,Blue Caable
אוזניות בלוטוס-399,aIRpODS mAX,אלחוטיs
,route,סיסקוISR
מכלדת1,rgb,kEYBOARD
סים,eSIt,5G
טלפון נייד,Senhheiser HD 600,Studdio
כבל USB67_Cable,HDMI2.1,Braided-34b
סים,eSIM,Verizon-x3z
louter,,4331/K9 cis
$inear,רייזרBlackWidow,key
מצלמת רשת,לוג'יטק c920,Studio-ax1
oPTICAL,Ms,SteelSSeries Rival 3
#REF!,107_סוניי WH-1000XM5,wIRELESS
טלפון נייד,pix,128gb
מסך מחשב-41y,אזוסROGSwift,
עכבר,לוג'יטקh MX Master 3,pptical
מכלדת,KeychronzQ1 אלחוטי,
מצלמת רשת,M*crosoft LifeCam,1080p60
Rohter,Netgear Nighthawk,4331
OLEDTouch,Laptop,רייזר BBlade 15
סינון רעשים-7z2,unknown,Hdphns
כרטיס סים,Mcr SM,5G
וובקאם,raz,sTUDIO
NoiseCancelling,Hdphns,  
M2use,SteelSeries Rival 3,Wireleess
מסך,דלUltraSharp,Ultraawide
כרטיס סים,eSIM,1cc_Verizon
סמסונגGalaxyS24,628_Mobile Phone,*ltra
onepl,b30_Mobile Phone,ul
לפטופפ,lENOVO tHINKpAD x1,32%B RAM
Ms,SteelSeries Rival 3,Ergonomic
---,SIMCard,271_Micro SIM
מקלדת גיימינג,לוג'יטקMXKeys,Tactile
כבל USB,HDMI2.1,Brdd
cORE I9,Lap*op,LenovoThinkPadX1
Ropter,,4331/K9
סלולרי0e Phone,iPhone 15,unl
רייזר dEATHaDDER,Wireles5,Mouse
וובקאם47_Webcam,Microsof1 LifeCam,sTUDIO
M3  Max,#REF!,Laptop
Eאל ג'יaato Facecam,wEBCAM,1080
עכבר,עפלMagicMouse,eRGONOMIC
נייד1,,C2re i9
מוניטור,סמסונג Odyssey G9,4K
עכבר,לוג'יטק MX Mkster 3,wir
מסך מחשב29_Ultrawide,סמסונג Odyssey G9,mONITOR
Cqble,,
מאוס,לוג'ייתק MX Master@3,wIRED
ro,TP-Link Archher,v2
ראוטר,#REF!,RR7000
Wbcm,לוג'יטקC920,4K
כבל165_Cable,Ethernet C2t6,50ft
כרטיס סים08_SIM Card,*SIM,AT&T
לפטופ,MacBook Pro 16,847_Core i9
כבלל,Ethernet Cat6,2m
אוזניות קשת,son,06x_אלחוטי
a94_Blue,Di7playPort 1.4,742_Cable
נתב,Ntgr Nghthwk,AX5n
מאוס,log,Wired
עכבר אלחוטי,לוג'ייתק mx mASTER 3,458_אלחוטי
לפטופפ,MacBook Pro 16,332GB RAM
מוניטור,as,אולטרה-וויד
טלפון נייד8adphones,Bose QuietComfort 45,Studio
Cabie,HDMIh2.1,bRAIDED
סימ,esi,5g
מצלמת רשת5_Webcam,לוג'יטק C9e0,Shudio
סלולרי,OnePlus 12-25x,Ultra
0,,bra
מאוס,לוג'יטק MX Master 3-076,Wired
Cabble,Ethernet Cat6,2m
table,di,  
Camle,Ethernet Caa6,2M
,אפל Magic Mouse,wired Mouse-7xx
עכבר אלחוטי-2zc,SteelSeries Rival 3,אלחוטי
50FT,DisplayPort1.4,cabl
Corei9,רייזר bLADE 15,lAPTOP
מקלדת,R6zer BlackWidow,Tctl
מצלמה,אל ג'יtch C920,ax9_1080p60
כרטיס SIM,nano,
913_HDMI 2.1,Cable,Bluue
Tactile,zc4_Keyboard,Keychron Q1
Rtr,net,v2
כבל USB,f0ft,dISPLAYpORT 1.4
micr,cy9_5G,SIM Csrd
אוזניות קשת,סוני,Studio
#REF!,HD Pro,webc
כבלל,USB-C too Lightning,%m
כרטיס סים,Nano SIM,
ראוטר,Cסיסקו ISR,4t31/K9
טלפון נייד0eadphones,Bose QuietComfort 45,Over-Ear
לפטופ,mACbOOK pRO 16 M3Max,  
144*z,,???
כבל USB8_Cable,dISPLAYpORT 1.4,2m-x66
מסך,אזוס,  
Mou#e,ste,
SbM Card,esi,Prepaid
לפטופפ,MacBook Pro 16,
מסך מחשב,אל ג'י ltrGr,uLTRAWIDE
סמארטפון,סמסונג Galaxy S24,128GB
Ms,אפל Magic Mouse-5z9,c17_Ergonomic
hea,סוניי,Noise  Cancelling
מאוס,SteelSeries Rival 3,Wared
מוניטור,mo,3c7_סמסונג Odyssey G9
מאוס,על ג'ייtch MX Mstr 3,unknown
ראוטרר,סיסקו isr gX55,
מאוס-98a,stee,Ergonomic-z39
כרטיס SIM,Micro SIM,Verizon
ergo,SteelSeriesRival3,Mousse
Ms,אל ג'יtch MX Mstr 3,Wiredd
כרטיס SIM96_SIM Card,egIM,Prepaid
מסך,de,144hZ
עכבר,logi,Optical
נייד,MacBookPro16,Coge i9
עכבר אלחוטי,SteelSeriesRival3,Ergonomic
וובקאם,אל ג'יtch C920,4K
!eyboard,ra,אלחוטי
מוניטור4zy_Monitor,???,אולטרה-ווידe
#REF!,Logiteech C920,Webcam
128GB,OnePlus 12,mo
מקלדת אלחוטית09c_Keyboard,cors,LLinear
#REF!,SteelSeries Rival 3-a85,Optical-8b1
סלולרי,iPhone 15,uLTRA
aIRpODS mAX,ov,Headphones
אוזניות-470,AirPods #ax,oVER-eAR
Sny WH-1000XM5,Headphones,Noise Cvncelling
כבלל-c68,USB-C to Lightning-xb0,xxc_Braided
unknown,R7000,סיסקו ISR
מחשב ניידד,Lenoovo ThinkPad X1 32GBRAM,
כרטיס סים,Micmo SIM,55G
סמארטפון,31c_Pixel 8,Ulltra
מסך מחשב,על ג'יי ul,LD
מצלמת אינטרנט,Eאל ג'יato Facecam,stu
ראוטר,TP-LinkkArcher,AX555
,on MobilePhone,pRO mAX
וובקאם,רייזר kIYO,Studio-9c0
mou,לוג'יטק MX Masterm3,Wired
סלולרי,סמסונג Galaxy S24,uNLOCKED
רייזר Bllade 15,M3 Max,L%ptop
???,iPhone 15,Pr5 Max
,Kychrn Q1 Tactile,Keyboard-882
סימ,MicroSIM,Verizon
מסך,---,OLEz
,TP-LinkArcher,k7000
mACbOOK pRO 16,Laptop,M3 Mx
אוזניות39_Headphones,sENNHEISER hd 600,סינון רעשים
z22_Verizon,SM Crd,NanoSIM
v2,Router,Netgear Nighthawk
סמארטפון,IpHONE 15,pRO mAX
HDMI 2.1,cable,5*ft
ראוטר,#REF!,
כרטיס SIM7b_SIM Card,eSIM,Vrzn
SteelSSeries Rival 3,---,Mouse
v2,סיסקו I7R,rOUTER
Cnble Braid2d,USB-C to Lightning,
מסך מחשב,de,144Hz
כרטיס סים,,Verizon
Rtr,TP-mink Archer,RR7000
מצלמה,רייייזר Kiyo,44K
so,oVER-eAR,Hejdphones
עכבר אלחוטי,לוג'ייתק MX Master 3,erg
ראוטרר,tp-li,ax55
סלולרי15,Unlocked,Mobile Phone
לפטופ-b65,Dll XPS 15,32GB RM
סימ,Mcr SM,Ver1zon
לפטופפ,Dll XPS 15,cORE I9
מחשב32GB RAM,רייייזר bLADE 15,
כרטיס סים,AT&T-zca,Nano SIM
אוזניות קשת,Bs QtCmfrt 45,0ireless
מצלמת רשת,לוג'יטק c920,HD Pr
סימ,x07_5G,Nzno SIM
מאוס-78a,רייייזר DeatnAdder,8xc_Wired
---,bOSE qUIETcOMFORT 45,אלחוטי
Ca&le,HDiI 2.1,2m
Noise Canncelling,סוניy WH-1000XM5,Hea9phones
מוניטור,Smsng dyssy G9,144
SM Crd,nANO sim,---
Keeyboard,y4b_רייזר BlackWidow,RGB-705
מצלמה,Micros^ft LifeCam,
כרטיס SIM,NanoSIM,5G
ראוטר,cisc,X55
ba7_Sennheiser HD 600,cay_Headphones,Stuudio
סימ,Nano SI7,ve
סלולרי,סמסונגGalaxyS24,Ultra
כרטיס SIM,55G,x12_SIM Card
4k,,אזוס rog sWIFT
מאוס7_Mouse,StjelSeries Rival 3,wIRED
???,Eאל ג'יato Facecam,HD Pro
,Mcrsft LfCm,1080P60
he,Bose QuietComfort 45,Over-Ear
מקלדת,רייייזר BlackWidoow,9by_RGB
SM Crd 5g,,mICRO sim
סימ,Mcr SM,at&t
מקלדת,Keychron h1,???
,128iB Piixel 8,
כבל,usb-c,bra
,Ntgr Nghthwk,%X55
סים,Nano SIIM,AT&T
Lrptop,,32GB RAMM דל XPS 15
מסך,אזוס RwG Swift,1r4Hz
???,logi,4K
כרטיס סים,eSIM-4ya,Prepaaid
סמארטפון-0yc,Pixxel 8,128GB
,לוג'יטק#MX Keys,rg Keyboard-32b
מקלדת,RGB,key
אזניות,סוני wh-1000xm5,Over-Ear-4xy
סמארטפון,#REF!,Proo Max
---,Keychrwn Q1,אלחוטי
מסך גיימינג-x16,אל ג'י ltrGr,144Hz
מחשב ניידד,Del5 XPS 15,
cab,USB-C to Lightning-y40,54ft
כבלל-387,USB-CtoLightning,Brai1ed
מצלמה7x5_Webcam,Microsoft LifeCaj,Studio
R8uter,סיסקו ISR,433
ראוטרר,,v2
מקלדת גיימינג,KeychronQ1,Tartile
סימ,Nano SIMM,veri
נייד9e Phone,OnePlug 12,Ultra
כבל,EthernetCat6,50FT
נייד,,Corei9
gebcam,Microsoft LifeCam,hd
לפטופפ,raze,m3 
מקלדת,אל ג'יtch MX Kys,RGB
Caile,USB-CC to Lightning,bRAIDED
unknown,סמסונג Galaxy S24,Ultra
  ,Headphnnes,סינון רעשים
מחשב נייד,ra,Core  i9
אוזניות,,Studio
מצלמת אינטרנט-cx0,,mICROSOFT lIFEcAM
מסך,a33_סמסונג Odyssey G9,4k
מקלדת גיימינג,cORSAIR k70,Tacttile
לפטופ,דלXPS15,32gb ram
,Microsoft LLifeCam,
yable,thrnt Ct6,Braided-1cc
כרטיס סים,eSIM,
Hdphns,Snnhsr HD 600,S9udio
cab,HDMI 2.1,bLUE
unknown,Nano SIM-7x9,5g
עכבר383_Wired,SteelSer8es Rival 3,
50FT,us,Cable
,micr,
עכבר4z0_Mouse,SteelSeriesRival3,Ergo6omic
Rouaer,Ntgr Nghthwk,v2
2outer,,4331/K9
סמארטפון,oNEpLUS 12,128GB
bl,DisplayPort 1.4-z32,Caile
Snnhsr HD 600,stud,???
Cacle,gDMI 2.1,x15_50ft
מקלדת גיימינג,CorsairK70,Wiireless
כרטיס SIM,nANO sim,5G
cabl,dis,Brdd
rou,tp,AX55
מחשב ניידד,c41_דל XPS 15,M3 Mx
,דל XPS  15,LD Tch Lfptop
נתב,Cסיסקו ISR,V2
,לוג'יטק MX Master 3,Ergonomic-yz9
cor,רייזרBlade15,Lptp
כבלים,HDMI2.1,B2ue
כבל,usb-c TO lIGHTNING,0
מאוס,אפל Magic Mou4e,Wiheless
,MacBook Pro 16-846,M3 Mx 4bx_Laptop
ראוטר,TP-Link Aycher,4331/k9
מחשב נייד,#REF!,OLED Tosch
כרטיס SIM,eSIM,6G
כבלים,usb-,50
מחשב ניידד,רייזר Blade q5,M38Max
מקלדת גיימינג,Coorsair K70,wir
מוניטור,אל ג'י UltraGeam,Ultraawide
Unlorked,MobileqPhone,2xa_Pixel 8
טלפון נייד,128GB,oNEpLUS 12
מצלמת רשת,רייזר,gD Pro
נייד,OnePlus 12,Ultra
מכלדת,אל ג'יtch MX Kys,אל ג'יB
מאוס3_Mouse,unknown,עלחותיי
מסך גיימינג,דל UltmaSharp,4y
SM Crd,#REF!,5G
Ms,SteelSeriesRival3,Wire^ess
עכבר-5b6,רייייזר dEATHaDDER,#REF!
מסך גיימינג,על ג'יי uLTRAgEAR,אולטרה-וויד
ראוטרר,סייסקו ISRR,4331/K9
Ntgr Nghthwk,4331/K9,Rtr
סמסונג Galaxy S24,,128Gq
וובקאם,144_HD Pro,
כרטיס סים-77z,Esim,5G-713
ראוטר-y36,836_Netgear Nighthawk,R70000
usb,550ft,cable
מצלמת רשת3b6_Webcam,Microsoft LifeCam,1c80p60
עכבר אלחוטי,StlSrs Rvl 3,Wiced
מצלמה,רייזר,1080p60
מסך מחשב,Dדל UltraSharp,עולתרה-ווייד
pr,Pixel  8,Mobile Phone
אוזניות בלוטוס,Bs QtCmfrt 45,Studio
נייד,sam,Pr Mx
כבל USB,dISPLAYpORT 1.4,BBlue
mob,oNEpLUS 12,Unlocked
נייד5zb_Laptop,len,32GB RAM
סים,MicroSIM,ATT&T
מכלדת,לוג'יטק MX Keys,lin
Kybrd,לוג'יטק MX Keys,Lineaar
14,סמסונג Odysley G9,Monitor
אזוס ROG Swift,ol,mon
ca,#REF!,bLUE
Ms,רייזר  DeathAdder,z56_Optical
yza_Prepaid,eSIMM,SIMCard
אוזניות,bOSE qUIETcOMFORT 45,voise Cancelling
Mntr,אל ג'י uLTRAgEAR,144Hz
,לוג'יטקC920,Studio
מצלמת רשת_Webcam,על ג'ייt Fccm,1080P60
סלולרי-797,Pixxel 8,Ultra-7ya
מחשב נייד,דל  XPS 15,OLED Touch-c52
TP-Link Archer-983 R7000,Router,
cab,HDMI 2.1,Bl
Cabli,us,Bl
Mbl Phn,סמסונג gALAXY s24,Unlocked
אוזניות בלוטוס,,101_Studio
TP-LinklArcher,Router-6z9,v2
סמארטפון,nPls 12,1*8GB
kLED Touch,רייייזר Blade 15-601,Lvptop
מקלדת גיימינג-b26,Kychrn Q1,Wrlss
ראוטר,Ci8co ISR,r7
HDM 2.1,cABLE,Blue
mo,אל ג'י Ultr2Gear,uLTRAWIDE
,סיסקו ISRR,R70000
מכלדת6_Keyboard,CorsairK70,wire
אזניות,sENNHEISER hd 600,Wאלחוטי
Corei9 Laptoo,,דלXPS15
,sams,OLsD
מקלדת,raz,#REF!
כבל USB,USB-C to Lightning,Bluk
Wiireless,Keyboard,Rzr BlckWdw
כרטיס סים,MicroSIM,5G
Mntr,דל uLTRAsHARP,  
Ms,אפל Magic Mouse-ybc,OOptical
מחשב נייד,Dll XPS 15,m3 m
Wbcm,על ג'ייtch C920,
כרטיס SIM,unknown,
עכבר,mOUSE,Wired
Ergo!omic,,mOUSE רייזר DeeathAdder
???,Ethernet Cat6,Bluee
עכבר,לוג'יטק MX Master 3,Wired
ראוטר,Cbsco ISR,R70000
לפטופפ-073,del,Coore i9
SIIM Card,Nano SIM,at
Netgear Nighthywk,unknown,Rtr
סלולרי,nPls 12,un
מסך מחשב,אזוס ROG Swifq,4K
מצלמת אינטרנט,lo,1080p60
Moouse,sTEELsERIES rIVAL 3,Wrlss
כרטיס SIM,Micro SIM,5G
מחשב ניידד,דלXPS15 32GB RAM-74y,
מקלדת גיימינג,Crsr K70,Wire1ess
מסך גיימינג,אל ג'יUltraGear,144Hx
נתב,Csc SR,AXx5
נייד,0,uNLOCKED
מחשב,Lenovo ThinkPad X1-z23,m2GB RAM
unknown,sixel 8,h28GB
Mcr SM,SM Crd,Vrzn
Kybrd Tac7ile,Keychhron Q1,
mou,,wirel
he,SennheiserHD600,NoiseCancelling
עכבר אלחוטי,ateelSeries Rival 3,Wired
מצלמה,2ogitech C920,1080p%0
yireless,Headphones,Bose QuietComfort 45
מוניטור,אל ג'י UltraGear,oled
Mou#e,לוג'יטק mx mASTER 3,28a_Optical
Moouse,לוג'ייתק MX qaster 3,Opt2cal
0,סמסונג Odyssey G9-c28,4k
נייד,סוני WH-1000XM5,Over-Ear
סמארטפון,Pi*el 8,y1z_Ultra
מחשב,#REF!,OLED Touch
עכבר,רייזרDeathAdder,אלחוטי
סלולרי,סמסונג Galaxy@S24,128GB-x32
כבל,HDM! 2.1,bLUE
כבל,DsplyPrt 1.4,Blue
עכבר8z3_Mouse,StlSrs Rvl 3 rgnmc,
,סמסונג Galaxy S2d 52b_Pro Max,
מקלדת,644_לוג'ייתק MX Keys,
AX55,aouter,Netgear Nighthawk
וובקאם,Micros6ft LifeCam,4K
Wbcm,Microsoft LifeCam,1080p60
סמארטפון,z28_OnePlus 12,ul
סמארטפון,sam,
מחשב ניידד,רייייזר Blade &5,OLED Touch-01x
SM Crd,Nano SIM-003,Pre2aid
Unlocked,Mzbile Phone,Pxl 8
???,Kychrn Q1,RGBB
כרטיס סים,esi,AT&T
מסך גיימינג,אל ג'י UUltraGear,OLED
מצלמה,אל ג'יtch C920,4k
לפטופפ,דלXPS15,OLEDTouch
מסך גיימינג,אל ג'י uLTRAgEAR,144Hz
מוניטור,sa,kK
SM Crd,Mcr SM,Prepaid-223
רייזרDeathAdder,Optiical,Mouse
אוזניות בלוטוס,סוני Oveer-Ear,
,רייזרBlackWidow,rgb
עכבר,Razzer DeathAdder,Optical
עכבר אלחוטי,#REF!,wire רייזר Deathqdder
כרטיס סים,???,prep
מצלמה,לוג'יטק C9220,
MicrosoftLifeCam,Webccam,hd pr
עכבר,לוג'יטק MX Master 3,98a_Optical
רייזר Kiyo-zc6,7c1_Webcam,4K
כרטיס סים,112_Nano SIM,Verizon
מחשב נייד,  ,
כבל USB,DisplayPort1.4,Bllue
רייזר BlackWidow,Keyboarrd,rgb
,דל UltraSharp,xLED
wIRED,לוג'יטקMXMaster3,Mouse-6a1
אזניות,aIRpODS mAX,7ireless
כרטיס סים,Esim,Verizon
טלפון נייד,sa,Unlocked
מקלדת אלחוטית,Corsair K70-c25,אלחוטי
סימ,eSIM,5g
eSgM,pre,SM Crd
SfM Card,Micr3 SIM,Prepai^
מוניטור,אזוס ROG Swift,Ultraawide
K5yboard,raz,RGB-06a
סוני ,אלחוטי-2yx,Headphones
אוזניות בלוטוס,סוני WH-1000XM5,studi
Bose QuietComfort 45,???,yax_Headphones
מצלמה,#REF!,hd pRO
מאוס,SteelSeries Rival 3-285,---
מצלמת אינטרנט,eאל ג'יATO fACECAM,hd pRO
jazer Blade 15,???,32GB2RAM
Optical,mOUSE,
Cabble,DisplayPort 1.j,2M
Mntr,0,ul
טלפון נייד,OnePlus12,zx2_Pro Max
כבל USB,Ethernet Cat6-5c0,2m
כרטיס סים,eSIM,x11_Verizon
0,m3 mAX,060_Laptop
מצלמת אינטרנט,ra,
כרטיס SIM,Prepaid,
Hdphns,AirPodds Max,???
מחשב נייד,Lenovo ThinkkPad X1,???
#REF!,Tactil%,Keybpard
אוזניות520_Headphones,סוני WH-1000XM5-8x0,אלחוטי
Wir!d,Mouse 1b4_אפל Magic Mouse,
Mou9e,אפלMagicMouse,wIRELESS
2onitor,אל ג'י uLTRAgEAR,LD
Rouier,TP-Link Archer,R70q0
hptical,a74_לוג'יטק MX Master 3,Mouse
עלחותיי,Keychronn Q1,ke
סמסונג Odyssey G9,1444Hz,Mntr
Mbl Phn,iPhone 15-5cy,ult
Hdphns,Bs QtCmfrt 45,
#REF!,BoseQuietComfort45,wIRELESS
אוזניות קשת,son,#tudio
מקלדת אלחוטית,רייייזר Blac$Widow,Wire4ess
רייזר kIYO,Sbudio,webc
נייד,#REF!,unl
אוזניות בלוטוס,sENNHEISER hd 600,xaz_סינון רעשים
מסך גיימינג,,4K
MaccBook Pro 16,core,Laptop
סמארטפון,OnePlus 12,Ultra
לוג'יטק MX Maxter 3,Ergonomic,
לפטופ,  ,32GB RAM
Cablw,HDDMI 2.1,2m-y2c
סלולרי,OnePlus12,54y_Unlocked
כבלל,HDMI 2.1,596_50ft
ראוטרר,  ,4331/K9
0,pix,Pro  Max
Momse,לוג'יטק  MX Master 3,wired
Ro3ter,Cסייסקו ISR,V2
נתב,34z_סיסקו ISR,43331/K9
סים-x78,Esim,Verizon-y55
כרטיס SIM,5GG,???
נתב,סייסקו ISR,4331/K9
דל ,32gb ram,la
אוזניות בלוטוס,AirPods Max,Over-Ear
,סיסקו ISR-79y v22,
mACbOOK pRO 16,,32g L$ptop
Phn 15,Pro Max-77x,Mobiile Phone
Wbcm,רייזר kIYO,1080p60
מצלמה,אל ג'יtch C920,Std
אזניות,0,סינון רעשים
,AX55 Rouuter,סיסקו isr
לפטופ,MacBook Pr* 16,cORE I9
מקלדת גיימינג478_Keyboard,רייזר bLACKwIDOW,Linear-74x
מצלמת אינטרנט,1080p60,Eאל ג'יato Facecam
מצלמת אינטרנט,mICROSOFT lIFEcAM,
מכלדת,logi,Tactile
מסך,אזוסROGSwift,OLED
ראוטרר433,tp,
וובקאם,רייזר kIYO,HD Prro
עכבר אלחוטי,אפלMagicMouse,wIRED
עכבר,SteelSeries Rival 33,c8b_Optical
Cabl2,HDMI2.1,Blul
נייד,Pixel 8-468,Unnlocked
אוזניות בלוטוס,Sennnheiser HD 600,st
43331/K9,nETGEAR nIGHTHAWK,rOUTER
כבלים,,50ft-7a6 HDMI2.1
steel,ptcl,Ms
סים-662,Micro SIM,Verizon
,סמסונג gALAXY s24,128GGB
Dll XPS 15,OLED TTouch,Lap7op
אזניות,AirPods Max,Stud0o
Cnble,DisplayPort1.4,br
SM Crd,Esim,8T&T
סמארטפון,Unlocked,Pixei 8
נייד,OnePlus 12,nlckd
נייד,דל xps 15,32g
סמארטפון,סמסונג gALAXY s24,128gb
vr-r,Sny WH-1000XM5,
SM Crd,es,5G
v2,Router,Cfsco ISR
ראוטרר,Csc SR,R7000-ayb
מקלדת גיימינג,---,אלחוטי
מוניטור,דל UltraSharp,144Hz
לפטופפ,mac,2y2_32GB RAM
אוזניות בלוטוס,sen,NoiseCancelling
מקלדת,אל ג'יtch MX Kys,T@ctile
מצלמה,logi,HDD Pro
cabl,ethe,50#t
כרטיס SIM,,5g
eאל ג'י,HD @ro,Weebcam
מסך,עזוס ROG Swift,747_4K
כרטיס סים,ecIM,Verizon
Rovter,#isco ISR,X55
Mdnitor,4$,אזוס rog sWIFT
מסך גיימינג,Smsng dyssy G9,oled
מחשב נייד65c_Laptop,MacBookPro16,M3 Mx
נתב,Netgear Nighthawk,r700
ראוטרר,R7000,סיסקו kSR
ca,hdmi ,---
Ms,160_SteelSeries Rival 3,wirel
מקלדת גיימינג,רייזר BlackWidow,Linear
מחשב ניידד,947_Lenovo ThinkPad X1,32GB RAM-728
נתב,סייסקו ISR,unknown
SM Crd,es,AAT&T
כרטיס SIM,esim,AT&T
Wireoess,Mouse,862_אפל Magic Mouse
סייסקו isr,865_v2 Route!,
ראוטרר,TP-Link Archer-936,r7000
מקלדת גיימינג,רייזר BlackWidow-x30,li
מאוס,54a_SteelSeries Rival 3,op
מצלמת אינטרנט,רייזר kiyo,1080p65
עכבר אלחוטי,Rzr Dthddr,Wired
כבל USB,usb-c TO lIGHTNING,36y_Blue
עכבר,SteelSeries Rival 3-7a0,Ergonomic-9bc
טלפון נייד,pIXEL 8,128GB
נייד,סמסונג gALAXY s24,1228GB
עכבר8b7_Mouse,Logitec$ MX Master 3,אלחוטי
עכבר אלחוטי,24a_אפל Magic Mouse,op
,Sennheiser HD 6000,Over-Ear-06x Heeadphones
כבלים2_Cable,HDMq 2.1,500ft
SI& Card,Mioro SIM,5G
נייד,Pixeel 8,Pro MMax
Kybrd,,Linezr
